	sector	community_name	group_category	category	count	resident_count	date	year
0	NORTH	THORNCLIFFE	Crime	Theft FROM Vehicle	9	8474	2018-03-01T12:00:00.000	2018
1	SOUTH	WOODBINE	Crime	Theft FROM Vehicle	3	8866	2019-11-01T00:00:00.000	2019
2	SOUTH	WILLOW PARK	Crime	Theft FROM Vehicle	4	5328	2019-11-01T00:00:00.000	2019
3	SOUTH	WILLOW PARK	Crime	Commercial Robbery	1	5328	2019-11-01T00:00:00.000	2019
4	WEST	LINCOLN PARK	Crime	Commercial Break & Enter	5	2617	2019-11-01T00:00:00.000	2019
5	CENTRE	RAMSAY	Disorder	Social Disorder	11	2158	2019-11-01T00:00:00.000	2019
6	WEST	ASPEN WOODS	Crime	Commercial Break & Enter	1	9446	2019-11-01T00:00:00.000	2019
7	SOUTHEAST	SHEPARD INDUSTRIAL	Crime	Theft OF Vehicle	2	255	2019-11-01T00:00:00.000	2019
8	WEST	NORTH GLENMORE PARK	Disorder	Social Disorder	12	2391	2019-11-01T00:00:00.000	2019
9	SOUTH	LAKE BONAVISTA	Crime	Assault (Non-domestic)	1	10293	2019-11-01T00:00:00.000	2019
10	SOUTH	SHAWNESSY	Crime	Commercial Break & Enter	1	9368	2019-11-01T00:00:00.000	2019
11	CENTRE	DOWNTOWN WEST END	Disorder	Social Disorder	25	2785	2019-11-01T00:00:00.000	2019
12	NORTHWEST	BRENTWOOD	Crime	Residential Break & Enter	2	7267	2019-11-01T00:00:00.000	2019
13	NORTHEAST	TEMPLE	Disorder	Physical Disorder	10	10977	2019-11-01T00:00:00.000	2019
14	SOUTH	SUNDANCE	Crime	Violence Other (Non-domestic)	1	9736	2019-11-01T00:00:00.000	2019
15	CENTRE	MISSION	Crime	Commercial Break & Enter	10	4598	2019-11-01T00:00:00.000	2019
16	NORTH	BEDDINGTON HEIGHTS	Crime	Residential Break & Enter	1	11514	2019-11-01T00:00:00.000	2019
17	WEST	GLAMORGAN	Crime	Commercial Break & Enter	4	6522	2019-11-01T00:00:00.000	2019
18	SOUTH	SOUTHWOOD	Crime	Violence Other (Non-domestic)	2	6246	2019-11-01T00:00:00.000	2019
19	CENTRE	DOWNTOWN COMMERCIAL CORE	Crime	Commercial Robbery	1	8683	2019-11-01T00:00:00.000	2019
20	NORTHWEST	VARSITY	Crime	Commercial Break & Enter	7	12874	2019-11-01T00:00:00.000	2019
21	NORTH	PANORAMA HILLS	Crime	Theft OF Vehicle	2	25710	2019-11-01T00:00:00.000	2019
22	NORTHEAST	REDSTONE	Crime	Theft FROM Vehicle	1	5848	2019-11-01T00:00:00.000	2019
23	SOUTHEAST	DOUGLASDALE/GLEN	Disorder	Social Disorder	10	12881	2019-11-01T00:00:00.000	2019
24	SOUTH	KINGSLAND	Crime	Violence Other (Non-domestic)	1	4688	2019-11-01T00:00:00.000	2019
25	SOUTHEAST	SHEPARD INDUSTRIAL	Crime	Assault (Non-domestic)	1	255	2019-11-01T00:00:00.000	2019
26	NORTHWEST	COLLINGWOOD	Disorder	Social Disorder	8	2249	2019-11-01T00:00:00.000	2019
27	CENTRE	RAMSAY	Crime	Theft FROM Vehicle	1	2158	2019-11-01T00:00:00.000	2019
28	CENTRE	GREENVIEW	Disorder	Social Disorder	8	1906	2019-11-01T00:00:00.000	2019
29	CENTRE	SOUTH CALGARY	Disorder	Social Disorder	32	4442	2019-11-01T00:00:00.000	2019
30	NORTHEAST	RUNDLE	Disorder	Social Disorder	84	11688	2019-11-01T00:00:00.000	2019
31	EAST	FOREST LAWN	Crime	Theft OF Vehicle	9	7814	2019-11-01T00:00:00.000	2019
32	NORTHEAST	CITYSCAPE	Crime	Violence Other (Non-domestic)	1	3104	2019-11-01T00:00:00.000	2019
33	CENTRE	ROSEMONT	Crime	Theft OF Vehicle	1	1254	2019-11-01T00:00:00.000	2019
34	WEST	01H	Crime	Theft FROM Vehicle	1	0	2019-11-01T00:00:00.000	2019
35	NORTHEAST	SUNRIDGE	Crime	Theft FROM Vehicle	12	11	2019-11-01T00:00:00.000	2019
36	NORTHWEST	MONTGOMERY	Disorder	Social Disorder	29	4515	2019-11-01T00:00:00.000	2019
37	CENTRE	HIGHFIELD	Crime	Theft FROM Vehicle	2	0	2019-11-01T00:00:00.000	2019
38	SOUTHEAST	MAHOGANY	Crime	Theft OF Vehicle	1	11784	2019-11-01T00:00:00.000	2019
39	CENTRE	BANKVIEW	Crime	Assault (Non-domestic)	2	5256	2019-11-01T00:00:00.000	2019
40	WEST	SPRUCE CLIFF	Crime	Assault (Non-domestic)	1	4673	2019-11-01T00:00:00.000	2019
41	WEST	GLAMORGAN	Crime	Residential Break & Enter	1	6522	2019-11-01T00:00:00.000	2019
42	CENTRE	DOWNTOWN COMMERCIAL CORE	Crime	Theft FROM Vehicle	60	8683	2019-11-01T00:00:00.000	2019
43	NORTH	THORNCLIFFE	Disorder	Social Disorder	46	8788	2019-11-01T00:00:00.000	2019
44	NORTH	EVANSTON	Disorder	Physical Disorder	2	17685	2019-11-01T00:00:00.000	2019
45	NORTHEAST	SADDLE RIDGE	Crime	Commercial Break & Enter	1	22321	2019-11-01T00:00:00.000	2019
46	CENTRE	CAMBRIAN HEIGHTS	Disorder	Physical Disorder	1	2036	2019-11-01T00:00:00.000	2019
47	CENTRE	TUXEDO PARK	Disorder	Physical Disorder	4	5326	2019-11-01T00:00:00.000	2019
48	NORTHWEST	HAMPTONS	Crime	Violence Other (Non-domestic)	1	7382	2019-11-01T00:00:00.000	2019
49	CENTRE	SUNALTA	Disorder	Physical Disorder	4	3239	2019-11-01T00:00:00.000	2019
50	CENTRE	HOUNSFIELD HEIGHTS/BRIAR HILL	Crime	Residential Break & Enter	3	2798	2019-11-01T00:00:00.000	2019
51	CENTRE	MISSION	Crime	Residential Break & Enter	1	4598	2019-11-01T00:00:00.000	2019
52	SOUTHEAST	SECTION 23	Disorder	Physical Disorder	2	0	2019-11-01T00:00:00.000	2019
53	CENTRE	BELTLINE	Crime	Theft OF Vehicle	13	25129	2019-11-01T00:00:00.000	2019
54	SOUTH	MAPLE RIDGE	Disorder	Social Disorder	6	1916	2019-11-01T00:00:00.000	2019
55	SOUTHEAST	MCKENZIE TOWNE	Disorder	Physical Disorder	6	18283	2019-11-01T00:00:00.000	2019
56	SOUTH	CHINOOK PARK	Crime	Commercial Break & Enter	2	1662	2019-11-01T00:00:00.000	2019
57	NORTH	COUNTRY HILLS	Crime	Theft FROM Vehicle	2	3767	2019-11-01T00:00:00.000	2019
58	NORTHEAST	SKYVIEW RANCH	Crime	Theft FROM Vehicle	3	11707	2019-11-01T00:00:00.000	2019
59	CENTRE	SCARBORO	Disorder	Social Disorder	2	931	2019-11-01T00:00:00.000	2019
60	NORTHWEST	DALHOUSIE	Disorder	Physical Disorder	1	8940	2019-11-01T00:00:00.000	2019
61	CENTRE	MEADOWLARK PARK	Disorder	Social Disorder	27	644	2019-11-01T00:00:00.000	2019
62	SOUTH	SOMERSET	Crime	Theft FROM Vehicle	1	8543	2019-11-01T00:00:00.000	2019
63	NORTH	02L	Disorder	Social Disorder	1	0	2019-11-01T00:00:00.000	2019
64	NORTHEAST	PINERIDGE	Crime	Commercial Robbery	2	10022	2019-11-01T00:00:00.000	2019
65	NORTHWEST	TUSCANY	Disorder	Physical Disorder	3	19884	2019-11-01T00:00:00.000	2019
66	EAST	FOOTHILLS	Crime	Theft OF Vehicle	10	317	2019-11-01T00:00:00.000	2019
67	NORTHWEST	BOWNESS	Crime	Assault (Non-domestic)	8	11150	2019-11-01T00:00:00.000	2019
68	NORTHWEST	COLLINGWOOD	Crime	Commercial Break & Enter	4	2249	2019-11-01T00:00:00.000	2019
69	NORTHEAST	STONEY 2	Crime	Theft FROM Vehicle	5	0	2019-11-01T00:00:00.000	2019
70	SOUTHEAST	EAST SHEPARD INDUSTRIAL	Crime	Theft OF Vehicle	6	0	2019-11-01T00:00:00.000	2019
71	WEST	WEST SPRINGS	Crime	Violence Other (Non-domestic)	1	10758	2019-11-01T00:00:00.000	2019
72	NORTHEAST	PINERIDGE	Crime	Theft OF Vehicle	6	10022	2019-11-01T00:00:00.000	2019
73	NORTHEAST	FALCONRIDGE	Crime	Violence Other (Non-domestic)	3	10653	2019-11-01T00:00:00.000	2019
74	CENTRE	LOWER MOUNT ROYAL	Disorder	Physical Disorder	4	3457	2019-11-01T00:00:00.000	2019
75	CENTRE	GREENVIEW INDUSTRIAL PARK	Crime	Commercial Break & Enter	6	225	2019-11-01T00:00:00.000	2019
76	NORTH	KINCORA	Crime	Commercial Break & Enter	1	6889	2019-11-01T00:00:00.000	2019
77	NORTH	COUNTRY HILLS VILLAGE	Crime	Commercial Break & Enter	4	2597	2019-11-01T00:00:00.000	2019
78	CENTRE	MANCHESTER	Disorder	Physical Disorder	4	1025	2019-11-01T00:00:00.000	2019
79	CENTRE	WINSTON HEIGHTS/MOUNTVIEW	Disorder	Physical Disorder	7	3635	2019-11-01T00:00:00.000	2019
80	SOUTH	CEDARBRAE	Crime	Theft OF Vehicle	1	6094	2019-11-01T00:00:00.000	2019
81	CENTRE	INGLEWOOD	Crime	Residential Break & Enter	4	4024	2019-11-01T00:00:00.000	2019
82	WEST	SIGNAL HILL	Crime	Commercial Robbery	1	13395	2019-11-01T00:00:00.000	2019
83	WEST	PATTERSON	Crime	Theft OF Vehicle	2	4202	2019-11-01T00:00:00.000	2019
84	CENTRE	SUNNYSIDE	Crime	Theft OF Vehicle	2	4230	2019-11-01T00:00:00.000	2019
85	SOUTHEAST	12A	Disorder	Social Disorder	2	0	2019-11-01T00:00:00.000	2019
86	NORTHEAST	SOUTH AIRWAYS	Crime	Theft OF Vehicle	2	0	2019-11-01T00:00:00.000	2019
87	NORTHWEST	EDGEMONT	Disorder	Physical Disorder	3	15395	2019-11-01T00:00:00.000	2019
88	CENTRE	EAU CLAIRE	Crime	Theft FROM Vehicle	3	2030	2019-11-01T00:00:00.000	2019
89	EAST	APPLEWOOD PARK	Crime	Street Robbery	1	6981	2019-11-01T00:00:00.000	2019
90	NORTH	STONEY 1	Crime	Theft FROM Vehicle	3	0	2019-11-01T00:00:00.000	2019
91	SOUTH	WOODBINE	Crime	Assault (Non-domestic)	2	8866	2019-11-01T00:00:00.000	2019
92	NORTHWEST	HAWKWOOD	Crime	Residential Break & Enter	2	9248	2019-11-01T00:00:00.000	2019
93	CENTRE	HIGHFIELD	Crime	Assault (Non-domestic)	1	0	2019-11-01T00:00:00.000	2019
94	NORTHWEST	BRENTWOOD	Crime	Violence Other (Non-domestic)	1	7267	2019-11-01T00:00:00.000	2019
95	SOUTH	GLENDEER BUSINESS PARK	Disorder	Social Disorder	3	0	2019-11-01T00:00:00.000	2019
96	SOUTH	SUNDANCE	Crime	Residential Break & Enter	3	9736	2019-11-01T00:00:00.000	2019
97	SOUTHEAST	NEW BRIGHTON	Crime	Street Robbery	1	13103	2019-11-01T00:00:00.000	2019
98	NORTHEAST	MAYLAND HEIGHTS	Crime	Theft OF Vehicle	4	5961	2019-11-01T00:00:00.000	2019
99	NORTHEAST	WESTWINDS	Disorder	Physical Disorder	6	0	2019-11-01T00:00:00.000	2019
100	NORTHEAST	FRANKLIN	Disorder	Physical Disorder	5	0	2019-11-01T00:00:00.000	2019
101	EAST	VALLEYFIELD	Disorder	Physical Disorder	2	0	2019-11-01T00:00:00.000	2019
102	NORTH	NORTH HAVEN	Crime	Commercial Break & Enter	2	2359	2019-11-01T00:00:00.000	2019
103	CENTRE	WEST HILLHURST	Disorder	Social Disorder	18	6447	2019-11-01T00:00:00.000	2019
104	NORTHEAST	MARLBOROUGH	Crime	Theft FROM Vehicle	7	9162	2019-11-01T00:00:00.000	2019
105	NORTHEAST	MERIDIAN	Crime	Theft OF Vehicle	7	0	2019-11-01T00:00:00.000	2019
106	CENTRE	RENFREW	Crime	Residential Break & Enter	3	6582	2019-11-01T00:00:00.000	2019
107	WEST	ROSSCARROCK	Disorder	Social Disorder	32	3625	2019-11-01T00:00:00.000	2019
108	NORTH	SKYLINE WEST	Crime	Violence Other (Non-domestic)	1	0	2019-11-01T00:00:00.000	2019
109	EAST	DOVER	Disorder	Social Disorder	84	10351	2019-11-01T00:00:00.000	2019
110	SOUTH	HAYSBORO	Crime	Commercial Break & Enter	3	7080	2019-11-01T00:00:00.000	2019
111	SOUTH	BRIDLEWOOD	Crime	Residential Break & Enter	2	12641	2019-11-01T00:00:00.000	2019
112	NORTHWEST	UNIVERSITY OF CALGARY	Crime	Commercial Break & Enter	1	2367	2019-11-01T00:00:00.000	2019
113	SOUTHEAST	RIVERBEND	Crime	Theft OF Vehicle	1	9244	2019-11-01T00:00:00.000	2019
114	CENTRE	MANCHESTER INDUSTRIAL	Crime	Residential Break & Enter	1	0	2019-11-01T00:00:00.000	2019
115	SOUTHEAST	OGDEN	Disorder	Physical Disorder	1	8576	2019-11-01T00:00:00.000	2019
116	SOUTH	CANYON MEADOWS	Crime	Commercial Robbery	1	7624	2019-11-01T00:00:00.000	2019
117	EAST	SOUTHVIEW	Disorder	Social Disorder	40	1805	2019-11-01T00:00:00.000	2019
118	CENTRE	ERLTON	Crime	Commercial Break & Enter	1	1270	2019-11-01T00:00:00.000	2019
119	NORTH	THORNCLIFFE	Crime	Commercial Break & Enter	2	8788	2019-11-01T00:00:00.000	2019
120	NORTHWEST	RANCHLANDS	Crime	Theft FROM Vehicle	7	7607	2019-11-01T00:00:00.000	2019
121	CENTRE	CAPITOL HILL	Crime	Theft OF Vehicle	1	4744	2019-11-01T00:00:00.000	2019
122	NORTHWEST	SCENIC ACRES	Crime	Assault (Non-domestic)	1	8067	2019-11-01T00:00:00.000	2019
123	NORTHWEST	VARSITY	Crime	Theft OF Vehicle	5	12874	2019-11-01T00:00:00.000	2019
124	EAST	STARFIELD	Disorder	Physical Disorder	1	0	2019-11-01T00:00:00.000	2019
125	CENTRE	ALTADORE	Crime	Residential Break & Enter	1	6942	2019-11-01T00:00:00.000	2019
126	CENTRE	MOUNT PLEASANT	Crime	Assault (Non-domestic)	1	5889	2019-11-01T00:00:00.000	2019
127	NORTHEAST	MAYLAND HEIGHTS	Crime	Assault (Non-domestic)	1	5961	2019-11-01T00:00:00.000	2019
128	NORTH	PANORAMA HILLS	Crime	Commercial Break & Enter	3	25710	2019-11-01T00:00:00.000	2019
129	SOUTH	EVERGREEN	Disorder	Social Disorder	24	21500	2019-11-01T00:00:00.000	2019
130	SOUTH	ACADIA	Crime	Commercial Break & Enter	4	10520	2019-11-01T00:00:00.000	2019
131	NORTHEAST	SADDLE RIDGE INDUSTRIAL	Disorder	Social Disorder	3	25	2019-11-01T00:00:00.000	2019
132	CENTRE	QUEENS PARK VILLAGE	Disorder	Social Disorder	5	455	2019-11-01T00:00:00.000	2019
133	NORTHWEST	SILVER SPRINGS	Disorder	Physical Disorder	2	8679	2019-11-01T00:00:00.000	2019
134	SOUTHEAST	CRANSTON	Crime	Residential Break & Enter	3	19884	2019-11-01T00:00:00.000	2019
135	WEST	CRESTMONT	Disorder	Social Disorder	6	1690	2019-11-01T00:00:00.000	2019
136	SOUTH	DEER RUN	Crime	Theft FROM Vehicle	1	5065	2019-11-01T00:00:00.000	2019
137	CENTRE	HIGHWOOD	Crime	Theft FROM Vehicle	2	2258	2019-11-01T00:00:00.000	2019
138	NORTHEAST	FALCONRIDGE	Disorder	Social Disorder	79	10653	2019-11-01T00:00:00.000	2019
139	EAST	ALBERT PARK/RADISSON HEIGHTS	Crime	Theft FROM Vehicle	14	6997	2019-11-01T00:00:00.000	2019
140	WEST	WEST SPRINGS	Crime	Residential Break & Enter	1	10758	2019-11-01T00:00:00.000	2019
141	CENTRE	UPPER MOUNT ROYAL	Disorder	Social Disorder	12	2478	2019-11-01T00:00:00.000	2019
142	SOUTH	ACADIA	Disorder	Physical Disorder	4	10520	2019-11-01T00:00:00.000	2019
143	SOUTH	WALDEN	Crime	Theft FROM Vehicle	2	6228	2019-11-01T00:00:00.000	2019
144	WEST	LINCOLN PARK	Crime	Theft FROM Vehicle	3	2617	2019-11-01T00:00:00.000	2019
145	SOUTHEAST	COPPERFIELD	Crime	Violence Other (Non-domestic)	1	13823	2019-11-01T00:00:00.000	2019
146	NORTHWEST	EDGEMONT	Crime	Theft OF Vehicle	1	15395	2019-11-01T00:00:00.000	2019
147	EAST	APPLEWOOD PARK	Crime	Commercial Robbery	1	6981	2019-11-01T00:00:00.000	2019
148	SOUTH	SILVERADO	Disorder	Social Disorder	8	7655	2019-11-01T00:00:00.000	2019
149	NORTHEAST	MCCALL	Crime	Theft OF Vehicle	3	0	2019-11-01T00:00:00.000	2019
150	WEST	WILDWOOD	Disorder	Social Disorder	6	2709	2019-11-01T00:00:00.000	2019
151	SOUTHEAST	12B	Disorder	Social Disorder	3	0	2019-11-01T00:00:00.000	2019
152	CENTRE	HILLHURST	Crime	Residential Break & Enter	2	6558	2019-11-01T00:00:00.000	2019
153	CENTRE	CAPITOL HILL	Crime	Theft FROM Vehicle	8	4744	2019-11-01T00:00:00.000	2019
154	CENTRE	WINDSOR PARK	Disorder	Physical Disorder	2	4584	2019-11-01T00:00:00.000	2019
155	NORTHEAST	MAYLAND	Disorder	Social Disorder	4	0	2019-11-01T00:00:00.000	2019
156	CENTRE	MOUNT PLEASANT	Disorder	Physical Disorder	3	5889	2019-11-01T00:00:00.000	2019
157	SOUTH	EAST FAIRVIEW INDUSTRIAL	Disorder	Social Disorder	14	0	2019-11-01T00:00:00.000	2019
158	EAST	GOLDEN TRIANGLE	Crime	Commercial Break & Enter	2	0	2019-11-01T00:00:00.000	2019
159	CENTRE	BELTLINE	Disorder	Physical Disorder	52	25129	2019-11-01T00:00:00.000	2019
160	WEST	WEST SPRINGS	Disorder	Physical Disorder	3	10758	2019-11-01T00:00:00.000	2019
161	NORTH	HUNTINGTON HILLS	Crime	Commercial Robbery	1	13420	2019-11-01T00:00:00.000	2019
162	NORTH	KINCORA	Crime	Theft OF Vehicle	1	6889	2019-11-01T00:00:00.000	2019
163	SOUTH	PALLISER	Disorder	Social Disorder	5	3672	2019-11-01T00:00:00.000	2019
164	CENTRE	RICHMOND	Crime	Commercial Break & Enter	2	4962	2019-11-01T00:00:00.000	2019
165	NORTHEAST	MARTINDALE	Crime	Residential Break & Enter	3	14245	2019-11-01T00:00:00.000	2019
166	SOUTH	MIDNAPORE	Crime	Theft FROM Vehicle	6	7270	2019-11-01T00:00:00.000	2019
167	NORTH	NOLAN HILL	Crime	Theft FROM Vehicle	6	7505	2019-11-01T00:00:00.000	2019
168	NORTHWEST	BOWNESS	Crime	Theft FROM Vehicle	11	11150	2019-11-01T00:00:00.000	2019
169	EAST	DOVER	Crime	Violence Other (Non-domestic)	1	10351	2019-11-01T00:00:00.000	2019
170	SOUTH	WOODBINE	Disorder	Physical Disorder	1	8866	2019-11-01T00:00:00.000	2019
171	NORTHEAST	WHITEHORN	Crime	Assault (Non-domestic)	4	12019	2019-11-01T00:00:00.000	2019
172	NORTHWEST	ROCKY RIDGE	Disorder	Social Disorder	4	8398	2019-11-01T00:00:00.000	2019
173	CENTRE	DOWNTOWN EAST VILLAGE	Disorder	Physical Disorder	1	3893	2019-11-01T00:00:00.000	2019
174	NORTHEAST	TEMPLE	Crime	Residential Break & Enter	1	10977	2019-11-01T00:00:00.000	2019
175	NORTHEAST	CASTLERIDGE	Crime	Theft FROM Vehicle	6	6127	2019-11-01T00:00:00.000	2019
176	NORTH	SKYLINE WEST	Crime	Commercial Break & Enter	3	0	2019-11-01T00:00:00.000	2019
177	NORTHEAST	STONEGATE LANDING	Disorder	Social Disorder	4	0	2019-11-01T00:00:00.000	2019
178	CENTRE	ROXBORO	Disorder	Social Disorder	5	422	2019-11-01T00:00:00.000	2019
179	SOUTH	HAYSBORO	Crime	Theft FROM Vehicle	8	7080	2019-11-01T00:00:00.000	2019
180	EAST	FOREST LAWN INDUSTRIAL	Disorder	Physical Disorder	5	123	2019-11-01T00:00:00.000	2019
181	CENTRE	BRITANNIA	Disorder	Social Disorder	4	690	2019-11-01T00:00:00.000	2019
182	NORTHWEST	NOSE HILL PARK	Disorder	Social Disorder	2	0	2019-11-01T00:00:00.000	2019
183	EAST	RED CARPET	Disorder	Social Disorder	10	1594	2019-11-01T00:00:00.000	2019
184	CENTRE	HIGHLAND PARK	Crime	Residential Break & Enter	3	3838	2019-11-01T00:00:00.000	2019
185	WEST	LAKEVIEW	Crime	Theft OF Vehicle	1	5355	2019-11-01T00:00:00.000	2019
186	CENTRE	PARKHILL	Disorder	Physical Disorder	1	1691	2019-11-01T00:00:00.000	2019
187	SOUTHEAST	SOUTH FOOTHILLS	Crime	Commercial Break & Enter	7	0	2019-11-01T00:00:00.000	2019
188	NORTH	CARRINGTON	Disorder	Social Disorder	3	572	2019-11-01T00:00:00.000	2019
189	NORTHEAST	ABBEYDALE	Disorder	Social Disorder	31	5957	2019-11-01T00:00:00.000	2019
190	NORTHEAST	STONEY 3	Crime	Theft FROM Vehicle	1	0	2019-11-01T00:00:00.000	2019
191	NORTHEAST	VISTA HEIGHTS	Disorder	Social Disorder	18	2370	2019-11-01T00:00:00.000	2019
192	SOUTH	WOODLANDS	Crime	Theft OF Vehicle	2	6002	2019-11-01T00:00:00.000	2019
193	SOUTH	FAIRVIEW INDUSTRIAL	Disorder	Physical Disorder	2	0	2019-11-01T00:00:00.000	2019
194	EAST	PENBROOKE MEADOWS	Crime	Theft OF Vehicle	7	8554	2019-11-01T00:00:00.000	2019
195	CENTRE	ALTADORE	Crime	Violence Other (Non-domestic)	2	6942	2019-11-01T00:00:00.000	2019
196	WEST	RUTLAND PARK	Crime	Theft OF Vehicle	1	2263	2019-11-01T00:00:00.000	2019
197	CENTRE	BANKVIEW	Crime	Theft FROM Vehicle	12	5256	2019-11-01T00:00:00.000	2019
198	SOUTH	KELVIN GROVE	Crime	Theft FROM Vehicle	4	2305	2019-11-01T00:00:00.000	2019
199	CENTRE	SHAGANAPPI	Crime	Assault (Non-domestic)	1	1626	2019-11-01T00:00:00.000	2019
200	NORTH	COVENTRY HILLS	Crime	Theft FROM Vehicle	3	17667	2019-11-01T00:00:00.000	2019
201	NORTHEAST	MONTEREY PARK	Crime	Theft FROM Vehicle	1	10372	2019-11-01T00:00:00.000	2019
202	CENTRE	POINT MCKAY	Disorder	Social Disorder	4	1343	2019-11-01T00:00:00.000	2019
203	SOUTH	EVERGREEN	Crime	Residential Break & Enter	6	21500	2019-11-01T00:00:00.000	2019
204	WEST	SPRUCE CLIFF	Disorder	Social Disorder	16	4673	2019-11-01T00:00:00.000	2019
205	NORTHEAST	DEERFOOT BUSINESS CENTRE	Crime	Theft OF Vehicle	2	0	2019-11-01T00:00:00.000	2019
206	SOUTH	BRIDLEWOOD	Disorder	Physical Disorder	1	12641	2019-11-01T00:00:00.000	2019
